# LSV-Names	Median-Attributions	Corrected P-values (FDR <= 1%)
ENSG00000247708	0.0008590044697348216	4.2848762866061024e-181
ENSG00000245750	-0.0006663657344970944	5.543979825222112e-181
ENSG00000238018	0.0005245187465172925	2.224336847319577e-180
ENSG00000224675	-0.0005993487517125686	3.297511151307429e-180
ENSG00000238184	0.0005908881792770623	6.0397941924408256e-180
ENSG00000272043	-0.000519386361553506	1.0661107050806814e-179
ENSG00000262772	-0.0004140382963673567	1.195055441325457e-179
ENSG00000234647	-0.0007806471248634069	1.8601499145429494e-179
ENSG00000244706	0.0012340903608489176	1.993845336369177e-179
ENSG00000275409	0.0004714493899000415	2.3319217071696112e-179
ENSG00000231346	0.0008817864975325098	4.442739295058154e-179
ENSG00000214922	0.0008599784827925637	4.913740653940071e-179
ENSG00000278916	-0.00030257551627772356	4.913740653940071e-179
ENSG00000253986	-0.0007355554356984278	4.913740653940071e-179
ENSG00000215067	0.00065094863992648	4.913740653940071e-179
ENSG00000273221	0.0007705687864318773	1.4287334809642562e-178
ENSG00000271199	-0.00034802066101790295	1.7427729232289658e-178
ENSG00000248319	0.0011876201954472065	7.230663416620772e-178
ENSG00000264188	-0.0005494479579144823	9.542115400940923e-178
ENSG00000283635	-0.0005605551550456046	1.314765350842856e-177
ENSG00000269694	-0.0009940343113841055	2.34160017235006e-177
ENSG00000267280	0.0008596034015356925	3.2997204715021495e-177
ENSG00000234771	-0.00047061310133887364	6.224029977850841e-177
ENSG00000248240	0.0012752438231311601	2.049499496337979e-176
ENSG00000231999	0.000898719029368101	2.0630884032905772e-176
ENSG00000261033	0.00048057105397845924	2.081507141150123e-176
ENSG00000272354	-0.0007513367845842039	3.5231112829345414e-176
ENSG00000255091	0.0005142917713010073	4.9830294653901e-176
ENSG00000271590	0.0007293929949954452	5.311425556452834e-176
ENSG00000260351	-0.0011192063145972959	7.881640213991529e-176
ENSG00000232931	0.0006104242519455088	1.2769078899910574e-175
ENSG00000264514	0.00023915451556051084	1.3619323520849037e-175
ENSG00000276649	0.0008173370244960483	1.9789068680313875e-175
ENSG00000267395	0.0007248495299971772	2.1851347285536376e-175
ENSG00000236081	-0.0019359539294718873	2.3435531272329516e-175
ENSG00000226699	0.001178385435660473	2.640343595828661e-175
ENSG00000232284	0.001004497303765497	3.04621307243281e-175
ENSG00000242242	0.0005310469335985108	3.840284258566993e-175
ENSG00000230699	0.0006359190193422645	6.531092817525374e-175
ENSG00000228863	0.0008083656860826379	1.0641240666323162e-174
ENSG00000224616	0.00044281813873938954	1.3000418227690432e-174
ENSG00000275294	0.0005236922015993585	1.3672507154704353e-174
ENSG00000222012	0.0008690137115024493	4.834892849105274e-174
ENSG00000254911	0.0007735820773417202	9.485460675110969e-174
ENSG00000259130	0.001151978918609908	2.888148673602045e-173
ENSG00000196167	0.0010145566675225973	3.782362550388974e-173
ENSG00000224238	0.0015097222951540859	5.026825862129503e-173
ENSG00000273258	0.0007736515325477418	9.146066147664914e-173
ENSG00000246662	0.00057533179804549	1.2791384463800852e-172
ENSG00000226328	0.0008230763405336751	1.509113786338891e-172
ENSG00000272444	0.0008699933809132782	2.5383060954874375e-172
ENSG00000254389	0.0005318178953702067	2.9168867130014976e-172
ENSG00000231764	0.0005238742566752989	4.4631571042339985e-172
ENSG00000204971	0.000613041732187782	4.73547741487966e-172
ENSG00000235840	-0.0007042082054955116	6.39083833497905e-172
ENSG00000236673	0.000557597663930434	7.848694899977662e-172
ENSG00000236385	-0.0008521726030657188	9.835507581825335e-172
ENSG00000212663	-0.0012390005611412297	1.3886855945680456e-171
ENSG00000224687	0.0005941171029410461	1.736208014020141e-171
ENSG00000259877	0.00043991394017925303	1.7455440238687797e-171
ENSG00000257407	-0.0005368670943283444	1.8436943031645526e-171
ENSG00000272465	-0.0008343337617688568	3.723338006611317e-171
ENSG00000230390	0.0008292852994084949	5.564321702686439e-171
ENSG00000261140	-0.0005552336697098012	6.86388326973291e-171
ENSG00000231683	0.0015093903640137091	1.3800586768669866e-170
ENSG00000272402	0.0004542170583699537	1.4967157970309896e-170
ENSG00000272078	0.0005773389806833473	1.5097710835476888e-170
ENSG00000278434	0.0007176297797336677	2.620742407203231e-170
ENSG00000283064	-0.0003635636747120285	2.935935881179113e-170
ENSG00000227893	-0.0008581028430115263	3.7026404192757836e-170
ENSG00000277232	0.0007514915183689499	4.273809755987571e-170
ENSG00000230400	-0.0006550188377399029	4.486921840197111e-170
ENSG00000248079	0.0005514305095413547	4.753261496270402e-170
ENSG00000267871	0.0006441752375708934	4.828365195459771e-170
ENSG00000233411	0.0002924034528734167	6.0496696980066e-170
ENSG00000240032	0.0007044724441062889	6.4385529234211616e-170
ENSG00000233178	0.0007600989302466525	9.160558228372755e-170
ENSG00000225361	-0.0003575580014580508	1.6274621592004253e-169
ENSG00000254420	-0.0006545673978120418	1.646868008451258e-169
ENSG00000230703	-0.0016311396121649001	1.646868008451258e-169
ENSG00000262115	-0.0006723531962873625	2.350993009006058e-169
ENSG00000238164	0.0005894466336630792	3.281118598524613e-169
ENSG00000224066	0.0008742503257381344	3.5815878644915336e-169
ENSG00000245498	0.0005984337283628763	6.216619621046079e-169
ENSG00000237009	0.0008400421396819205	6.279016369957455e-169
ENSG00000248719	0.00040389676246849096	6.279016369957455e-169
ENSG00000273989	0.000804214179330712	7.265401577271355e-169
ENSG00000273403	-4.131194249062714e-05	1.0425501784601814e-168
ENSG00000247402	-0.001342867090886021	1.1089545335807835e-168
ENSG00000261173	0.0011849193705444998	1.5860065438156487e-168
ENSG00000233695	0.0011090673290627773	1.779078724589285e-168
ENSG00000274225	0.000273994586644306	4.504197823980756e-168
ENSG00000273297	0.000753432242922456	5.293376554352558e-168
ENSG00000257509	0.0006868869557684546	5.478266333408055e-168
ENSG00000232995	0.0006207046088031457	1.4804969857704475e-167
ENSG00000271234	0.0019712017382739165	1.9498443576955867e-167
ENSG00000213963	0.0009928750325361782	2.283290561676085e-167
ENSG00000269235	0.0007275632399400631	2.3792345557826477e-167
ENSG00000223745	0.0006277263610419289	3.555442332749134e-167
ENSG00000226686	0.0005462442053308391	9.17499515959811e-167
ENSG00000241769	0.0012616390248316256	1.3501654137353944e-166
ENSG00000254966	0.0006141865213842842	1.5774151662214958e-166
ENSG00000280169	0.0007378890400817358	2.7464600381024695e-166
ENSG00000277831	0.0006988868070383588	3.1809253664207513e-166
ENSG00000233968	0.00024262249232207732	3.984006205372711e-166
ENSG00000275734	0.0007383313964443389	8.420055262194515e-166
ENSG00000272168	0.0006885293907256271	1.0709939615940022e-165
ENSG00000272660	-0.0012370758337158652	1.419856404383718e-165
ENSG00000230492	-0.0003456741201170311	2.498447765038658e-165
ENSG00000242522	0.0006890001169321767	2.6217144688208843e-165
ENSG00000272692	0.0006459681223570519	3.289586988634296e-165
ENSG00000214039	-0.0007113932396708375	1.026537854586491e-164
ENSG00000226994	-0.0007590184649687258	1.0380643667380313e-164
ENSG00000260242	0.0011656223589851544	1.761434103740166e-164
ENSG00000276278	-0.0001893667933106438	3.2920982314158958e-164
ENSG00000268739	0.0006869972557687298	5.679457491448942e-164
ENSG00000253106	-0.00045287324967952766	1.131698210978076e-163
ENSG00000256628	0.0006576689241965044	1.5625544569028044e-163
ENSG00000259972	0.000637703705294238	1.5791449777620443e-163
ENSG00000179523	0.0004803144354462193	1.7407177655810336e-163
ENSG00000228878	0.0005718278248719209	1.8617552634581182e-163
ENSG00000242759	0.0006586085417243855	2.808238237341796e-163
ENSG00000250971	0.00019025636422698606	2.8573385550292147e-163
ENSG00000282393	-0.0003306018870563126	4.2921456034020845e-163
ENSG00000244625	0.0006669182143250464	4.606047432352217e-163
ENSG00000272787	0.0005494887272659232	5.1320047583554136e-163
ENSG00000225032	0.0004199964779437971	6.87002107212471e-163
ENSG00000249673	0.00038141316829495793	9.425984639052742e-163
ENSG00000255491	0.0011994501753720662	1.0705984017735616e-162
ENSG00000237310	0.0007113017567345405	1.7811472645258102e-162
ENSG00000272489	0.0006748027326331519	1.873294724843517e-162
ENSG00000248747	-0.0005365135502865433	2.173291075423896e-162
ENSG00000270959	0.0007557972171738129	3.290336530151894e-162
ENSG00000261390	0.0006446081136044758	4.0571907735454465e-162
ENSG00000228750	-0.0006296116537928774	4.702449811415976e-162
ENSG00000236711	0.0005445082434616566	5.483851021496363e-162
ENSG00000261064	0.0008171803586010456	7.048089644838429e-162
ENSG00000228437	0.0004676469895232757	8.299515035638614e-162
ENSG00000235151	0.0005537120667636459	9.629413663676612e-162
ENSG00000254338	0.0007761761472108812	1.0201099045715418e-161
ENSG00000264016	0.0006261060301527502	1.0295383278175867e-161
ENSG00000258172	0.000662024204403277	1.482782085193081e-161
ENSG00000235091	-0.0003661829687475999	2.1513056573680023e-161
ENSG00000231829	0.0005899509271593772	2.5868467088600406e-161
ENSG00000232677	0.0002216705525290172	3.934970173346227e-161
ENSG00000242282	0.0004028475599799263	7.105738102873542e-161
ENSG00000267498	0.0006204400772484094	8.797969940312021e-161
ENSG00000264015	-0.001436383137958997	1.0068483032219173e-160
ENSG00000184441	0.0002936899291251974	1.3295986026598836e-160
ENSG00000228010	-0.0005139660978829298	1.4121820807501758e-160
ENSG00000236947	-0.00030417441867895613	1.8447039137140176e-160
ENSG00000234418	0.0003522505097203831	2.8917792694749165e-160
ENSG00000262001	0.0005370785141846403	3.285323507235011e-160
ENSG00000280683	0.001010576816928086	3.5066643110052107e-160
ENSG00000267108	0.000301931641301747	4.13662877091138e-160
ENSG00000272537	0.0006338595378193645	5.91119599128953e-160
ENSG00000272057	0.000922833486495181	6.979475326636302e-160
ENSG00000255521	0.0005256570614934811	9.06269916363255e-160
ENSG00000272024	-0.0004491256150482773	1.2050193032010993e-159
ENSG00000273142	0.0006586369496926253	1.256023894013335e-159
ENSG00000255372	-0.0009337898364514721	1.3946701060678631e-159
ENSG00000250320	0.00037859478859091365	2.0374157609592686e-159
ENSG00000229521	0.0023156510154435403	2.3684609113006064e-159
ENSG00000261326	0.0004178887906062947	3.0095609082739745e-159
ENSG00000235450	0.001066141812807411	3.4396181251377184e-159
ENSG00000166770	0.0002645527340004367	3.9241363624023515e-159
ENSG00000232453	0.0003868851883701712	4.733811790087503e-159
ENSG00000265246	-0.00032506720208082935	7.510783656084789e-159
ENSG00000259891	0.0003556609410231239	8.954098831947115e-159
ENSG00000235123	-0.0005817280591212647	1.1105071757987358e-158
ENSG00000272440	-0.00038944183583308355	1.2494450427412586e-158
ENSG00000247728	0.0006457594395887538	1.5674365550323723e-158
ENSG00000264078	-0.000617012221985774	1.5773112789920675e-158
ENSG00000226944	-0.0002934387931852065	1.649839726274986e-158
ENSG00000255191	-0.0007054562555319587	1.8052601626529328e-158
ENSG00000280594	0.0006245434007305287	3.668211819263684e-158
ENSG00000247809	0.000650264864483135	4.427791821229775e-158
ENSG00000237877	0.0008627618619104261	5.165231849825125e-158
ENSG00000259732	0.0005753387498153994	1.4665700670281966e-157
ENSG00000259764	-0.0007818165620866864	1.7180087864104444e-157
ENSG00000238005	-0.0002677874983389308	3.8404807453443504e-157
ENSG00000260572	0.0009360096438644137	4.506737620649879e-157
ENSG00000214870	-0.00040449496609098594	5.269555396347662e-157
ENSG00000266835	0.0006383257297950586	5.410865163455483e-157
ENSG00000254876	0.0005086817924149942	7.058254319924295e-157
ENSG00000225417	0.0007173302845633507	7.607797414196042e-157
ENSG00000242622	0.0010720343709322044	8.004884990554427e-157
ENSG00000276071	0.0007886479946106704	8.937330216977368e-157
ENSG00000272438	0.0005649915933004563	1.0887131108485335e-156
ENSG00000244268	-4.841391900900555e-05	1.546563746378564e-156
ENSG00000248801	0.00026859613908059173	1.9432050320938487e-156
ENSG00000231944	0.0009018058536725739	2.451592950672246e-156
ENSG00000243193	-0.0007161295964773371	2.635167244679915e-156
ENSG00000261645	0.000994053691510855	3.9456691895322747e-156
ENSG00000257989	-0.0006371460725802076	4.707250878137197e-156
ENSG00000226808	0.00035837816219904593	8.424247616865887e-156
ENSG00000257431	-0.0005597586024673629	8.738717840533118e-156
ENSG00000254473	0.00037159543256137665	1.1151921605689195e-155
ENSG00000251533	0.0006652333455052431	1.3345893670510955e-155
ENSG00000225578	0.0004640687728950302	1.4810381940141098e-155
ENSG00000250358	0.0013523190084220981	1.4906942644690613e-155
ENSG00000259775	0.0006831252191819386	1.5236126135984487e-155
ENSG00000241593	0.0007747353845134906	1.7722898200688933e-155
ENSG00000225173	-0.00045879686848016097	3.857629834717952e-155
ENSG00000261404	0.0006120339759387558	5.838741264310689e-155
ENSG00000226996	-0.00037460164149806166	9.435164700689201e-155
ENSG00000225822	0.0013349995040370926	9.927074742202056e-155
ENSG00000273387	0.0005338058744764253	1.017260702317545e-154
ENSG00000212978	0.00013204175380446235	1.152339510002181e-154
ENSG00000204666	0.0005675608931707208	1.2479499342318841e-154
ENSG00000185837	-1.2255879961355832e-05	1.7092046427676952e-154
ENSG00000231028	0.0007482839471674509	1.8357086400507033e-154
ENSG00000242539	-0.00039123633325494214	1.859531421846136e-154
ENSG00000261019	0.0003811933472287655	1.8981194257784253e-154
ENSG00000267249	-0.0005129705373229956	3.326234831978811e-154
ENSG00000280798	-0.00022298639303723258	3.5597360077532285e-154
ENSG00000258748	0.0002125888345953297	3.731254847869665e-154
ENSG00000274765	0.00040311934925898866	3.850473086579668e-154
ENSG00000225731	-0.000589054092219587	4.0845173551173804e-154
ENSG00000256802	-0.0005050636117860796	5.42537774090242e-154
ENSG00000251075	0.0005408855430732124	5.871148026287003e-154
ENSG00000260430	-0.0005176503442169322	7.27415345465953e-154
ENSG00000227888	0.0007645723007780634	7.53678592143408e-154
ENSG00000240859	0.00037812626002552515	8.736003810731375e-154
ENSG00000219665	0.0008877764381815264	9.324325553948161e-154
ENSG00000235024	-0.0006403839095323443	1.0271410751559995e-153
ENSG00000271780	0.0008054622203946847	1.0271410751559995e-153
ENSG00000268006	0.0003224691990108019	1.163847306945129e-153
ENSG00000269930	0.0006836351981024685	1.4933372496534618e-153
ENSG00000223704	0.0008047831478184846	1.537843138983033e-153
ENSG00000257433	0.000517144499916936	1.7946555305526524e-153
ENSG00000269609	-0.00020606632185805852	1.91947392279122e-153
ENSG00000229654	0.001074954784701809	2.1637716752648905e-153
ENSG00000231187	0.0003684808275955438	2.1637716752648905e-153
ENSG00000225334	0.0005239720108138959	2.2552384351619595e-153
ENSG00000259652	0.0015360794631137902	2.3278589221202876e-153
ENSG00000232748	-0.0008789970407234685	2.5163750550246586e-153
ENSG00000245317	0.0006148524804275289	2.788188007524822e-153
ENSG00000258378	-0.0005905116893904431	3.014675593649165e-153
ENSG00000276527	0.0009916466713408133	6.110410098675046e-153
ENSG00000228315	0.00043994637932061206	7.111555817080951e-153
ENSG00000215866	-0.0003892336307158888	1.0252008300548514e-152
ENSG00000283633	0.0004924828167270308	1.0998390492533044e-152
ENSG00000269892	0.0007812340327811864	1.3229428480315707e-152
ENSG00000250903	0.0004911817696084233	1.6369437475792154e-152
ENSG00000248027	0.000632803834776396	1.661806403407292e-152
ENSG00000272702	0.0007374662262941724	1.9477170005672344e-152
ENSG00000229116	0.0005872568052007628	2.11486596375544e-152
ENSG00000258081	-0.0007072509324131939	2.274890155767934e-152
ENSG00000232098	0.00036270235701009814	2.8246767845150636e-152
ENSG00000236708	0.0005000963000669007	3.0369574596578487e-152
ENSG00000274598	0.0012572526603536135	3.890876912337483e-152
ENSG00000229956	0.0005058366290380216	5.360670345345198e-152
ENSG00000277744	0.0007438566393443151	5.931293947425834e-152
ENSG00000276570	0.0006812996994066153	6.841307389493006e-152
ENSG00000267523	-0.0003992649405109438	7.4112321821813284e-152
ENSG00000250326	0.0004530767836120183	1.1993485081840232e-151
ENSG00000234626	0.001094596499152783	1.4105563080859616e-151
ENSG00000267627	-0.0025925703536592475	1.713215701671329e-151
ENSG00000232855	0.000981608463309398	2.2134239649335716e-151
ENSG00000224843	0.0003217822270476894	2.5462512804422655e-151
ENSG00000255495	0.0005280254731727064	2.7031769444568297e-151
ENSG00000247151	0.000571603338598022	3.090170204819926e-151
ENSG00000241180	-0.0004545166141856796	3.385202403649963e-151
ENSG00000248539	-0.0006613170971472268	3.413242865488656e-151
ENSG00000251136	0.0007134580840559958	3.4426690671166135e-151
ENSG00000267152	0.000610920379092073	4.489394094423015e-151
ENSG00000215246	0.00034319309534059094	4.99499459152159e-151
ENSG00000267521	-0.0002647254962462126	5.1099905205857146e-151
ENSG00000214293	0.0006057137819424056	5.153904243258932e-151
ENSG00000227210	0.0005872995177154756	5.2712619197660294e-151
ENSG00000259887	-2.4526191562873446e-06	9.973501471103318e-151
ENSG00000261519	-0.00045746362095346846	1.6332776019520005e-150
ENSG00000226669	0.0003381973711984992	2.122333927617631e-150
ENSG00000259935	0.00038390446523332036	3.0258783996962184e-150
ENSG00000272746	0.0007064084654812711	3.7787218405201033e-150
ENSG00000237886	0.000607749781838974	3.7975912760599194e-150
ENSG00000265844	-0.00040067148853632187	4.0693230248703333e-150
ENSG00000272620	0.0005690171065747022	4.5732463790891924e-150
ENSG00000263400	0.0006497687346366159	6.796275353509637e-150
ENSG00000235884	0.0006348084892243199	8.435115641448963e-150
ENSG00000281691	-0.0005663041128177748	8.462010509589813e-150
ENSG00000247287	0.0006747447508606042	1.2036642917917866e-149
ENSG00000230163	0.0003382037554485027	1.3432427564958715e-149
ENSG00000253320	0.000583956337550981	1.5677855191670934e-149
ENSG00000272922	0.0007550006142263366	1.7327189203741665e-149
ENSG00000247993	0.0004483590989226184	1.7349535680218986e-149
ENSG00000271788	-0.00041135573700797344	1.8995700713944606e-149
ENSG00000248668	0.0005318506290252389	1.9748452848181574e-149
ENSG00000273026	-0.0002957335845389443	2.364768241600034e-149
ENSG00000226711	0.000307673391059681	2.7175978033814472e-149
ENSG00000257900	0.000494821160764921	2.962108342000313e-149
ENSG00000256234	-8.977446983713226e-05	2.9661983882122487e-149
ENSG00000272908	-0.0007480754349035245	3.737770975262191e-149
ENSG00000258945	0.000614646334583223	4.7528899536606405e-149
ENSG00000259762	0.00053717050093496	4.76859373629871e-149
ENSG00000261251	0.0006714165710170286	4.823749658948528e-149
ENSG00000277050	0.000333995641283212	6.202484738840398e-149
ENSG00000277130	0.0012126595367465908	6.652658044727357e-149
ENSG00000278112	0.000628508695441873	1.2325163173757966e-148
ENSG00000268615	0.001702808018308177	1.74975097877644e-148
ENSG00000235724	0.000596101373562502	2.1054918778089293e-148
ENSG00000230735	0.0012810185206808306	2.423009965052763e-148
ENSG00000231680	-0.000572042639919772	2.5308107626454846e-148
ENSG00000263080	-0.0003784998883251485	2.7620152525936795e-148
ENSG00000257660	-0.0004483437373184723	3.413637273413744e-148
ENSG00000267270	0.00042343634926384074	4.2757105983384396e-148
ENSG00000247765	0.00037524974705001676	4.422688427481819e-148
ENSG00000233485	-0.0005515587700404118	4.643202810523349e-148
ENSG00000269210	0.0004899395132632151	5.2736414843382726e-148
ENSG00000233538	-0.0008892176656842125	5.5903062607160534e-148
ENSG00000274492	0.0004137620869931087	5.9494254485296545e-148
ENSG00000245322	0.0010055593363998171	2.045004057418729e-147
ENSG00000272316	0.0006464677158207934	2.248143262536498e-147
ENSG00000261786	0.0002781846701350826	2.252211728999307e-147
ENSG00000258977	-0.0007677381000095082	2.3386807330400057e-147
ENSG00000197332	0.0006363078536681937	2.736250271288698e-147
ENSG00000254991	-0.0013346540837869186	3.0874662700476484e-147
ENSG00000254138	0.0007044547931861523	3.1948371557025057e-147
ENSG00000259617	0.0005990217293602762	3.61135088183512e-147
ENSG00000239665	0.000662870699266605	4.06997050869289e-147
ENSG00000250303	0.0006791861174065728	4.2627985767605e-147
ENSG00000259275	0.0007502288478628021	5.462983653330329e-147
ENSG00000206573	0.0008728474794432164	5.527405608863403e-147
ENSG00000266877	-0.00030443263445024336	8.650984376609634e-147
ENSG00000260509	0.0008619743842012396	8.867355999898622e-147
ENSG00000245888	0.0006974502900914375	8.98157125841457e-147
ENSG00000225484	0.0005002983946110649	8.98157125841457e-147
ENSG00000226386	0.001103931237027806	9.379474156349146e-147
ENSG00000273449	0.0004251932307360886	9.555491649175351e-147
ENSG00000278611	0.0002030839800489743	1.1529425320365018e-146
ENSG00000235172	0.000558496788855287	1.2007944204231776e-146
ENSG00000250186	-0.0003958566632055351	1.6431705369783615e-146
ENSG00000272848	0.0002723373179621136	1.6919023498229341e-146
ENSG00000276997	0.0009797280197955216	2.2488586407940703e-146
ENSG00000232896	-0.002103679015537578	2.2995079828679353e-146
ENSG00000227963	-0.0005456014975407429	2.5792840496326852e-146
