# Gene-Names	Median-Attributions	Corrected P-values (FDR <= 1%)
ENSG00000141391	0.0004529750449504383	2.946964360165414e-66
ENSG00000184271	0.00038921566839521704	2.946964360165414e-66
ENSG00000186493	-2.8396711947281176e-05	3.044665026626575e-66
ENSG00000135899	0.0003647276614601731	3.889664300634714e-66
ENSG00000130305	0.00045214947352232486	4.056355564298842e-66
ENSG00000169900	-0.0003589523116728513	4.0857377136689566e-66
ENSG00000104728	0.00034809137040147146	4.0881917122439406e-66
ENSG00000175544	0.00027159522496480315	4.529518427529288e-66
ENSG00000089041	0.00020888135490403092	5.129965827069342e-66
ENSG00000128731	-5.707843578606226e-05	5.381778005449192e-66
ENSG00000081189	2.7359115560987876e-05	5.854055319204271e-66
ENSG00000149557	6.664811282745265e-05	6.055495829676212e-66
ENSG00000262484	0.00023995665891665582	6.738254348556764e-66
ENSG00000052841	0.0003021933891318	8.265648987366233e-66
ENSG00000100852	0.0001742107958972404	1.2856892846114588e-65
ENSG00000146858	3.057820900386296e-05	1.3172608104641029e-65
ENSG00000164663	0.00035554523079390664	1.3467503199957656e-65
ENSG00000166405	0.0005987013475587281	1.403274580208582e-65
ENSG00000136156	0.0002416621246806207	1.8944844025705803e-65
ENSG00000165671	-0.0002013408585714186	2.7115458861152148e-65
ENSG00000182511	0.00020891942498253312	2.7136631042166743e-65
ENSG00000165392	0.00019098400267851783	3.0217162297935367e-65
ENSG00000105290	-4.716425433471904e-05	3.063767880158328e-65
ENSG00000140750	0.0004218078429385777	3.155055101587476e-65
ENSG00000069122	0.0002835160057926007	3.910918755076557e-65
ENSG00000171488	-0.0001177231360758934	3.974273150588952e-65
ENSG00000144488	-0.0002392394848546097	5.067657241957268e-65
ENSG00000187266	0.00047874984029861063	7.451985546160133e-65
ENSG00000164136	0.0003534717187563446	8.825113336879066e-65
ENSG00000148516	-5.171870203949838e-05	1.1596489411103069e-64
ENSG00000172201	0.0003601683805436935	1.1934879362647347e-64
ENSG00000144218	-0.0002477824442376127	2.069550471813132e-64
ENSG00000105696	0.00015617441457766942	2.417956035330706e-64
ENSG00000130813	0.0005977185072497037	3.3517910239963506e-64
ENSG00000156958	7.016152328476549e-05	4.1965388879630284e-64
ENSG00000066427	0.00033371243207697945	4.5836958638701774e-64
ENSG00000163762	-0.00014699487638595663	5.658674195569953e-64
ENSG00000254462	-0.00023628495374885557	5.658674195569953e-64
ENSG00000162878	0.00013319471045019273	6.256493075994536e-64
ENSG00000116991	0.00015602940245598642	9.663807635095573e-64
ENSG00000163219	8.890253956785078e-05	1.1207185692585901e-63
ENSG00000182578	-3.5290199310115134e-05	1.2791261862523598e-63
ENSG00000080854	9.793813404985658e-05	1.4670345642228984e-63
ENSG00000125846	0.0003210133187196137	2.1671377678290015e-63
ENSG00000050438	2.85209910715713e-05	2.2148270125145933e-63
ENSG00000109911	-0.0004982361750978656	2.5368594382835805e-63
ENSG00000116117	0.00012362985636473758	2.5536998050918956e-63
ENSG00000176542	-0.00038359059062329474	3.475312010912864e-63
ENSG00000083097	9.781262727530711e-05	4.784467385142444e-63
ENSG00000065833	0.00012349278554684695	5.874902115172636e-63
ENSG00000115526	0.00019425201934297504	6.78733751797789e-63
ENSG00000197646	9.214224472173756e-05	9.255128075607626e-63
ENSG00000172493	0.0006460700723659986	1.4374346204595098e-62
ENSG00000153814	0.00024243387862777835	1.4743280011216074e-62
ENSG00000164904	0.00023361787701719065	2.277898087111618e-62
ENSG00000163960	-0.0001038784739171427	2.786320764801384e-62
ENSG00000130830	0.00014455779216206735	3.5916352967718635e-62
ENSG00000162408	-0.0001596746257536207	3.6026417428561183e-62
ENSG00000196368	3.256663274880772e-05	4.362112366477593e-62
ENSG00000197386	-0.00016072793389908068	4.805163924199385e-62
ENSG00000181744	-0.00015649267682399978	5.982941735994142e-62
ENSG00000054282	0.00037329196227534853	6.656061401492866e-62
ENSG00000161929	-0.0001645973896714882	7.891437696347009e-62
ENSG00000105926	0.0002085352465809335	8.742712844426808e-62
ENSG00000162599	0.00027750897987631115	9.137949918617289e-62
ENSG00000204859	0.00027704776466187645	9.238185758765194e-62
ENSG00000180530	-6.941040058126998e-05	1.1795630477154577e-61
ENSG00000005339	-0.0002737512147044701	1.3494922063448335e-61
ENSG00000196632	-0.00011806362277282677	1.3601315129060023e-61
ENSG00000049249	-0.00020529394312452176	1.5147691778808295e-61
ENSG00000115568	-0.0002560515961886599	2.537432941038788e-61
ENSG00000147437	0.0006300408825008542	2.713088771549843e-61
ENSG00000204642	0.00026247742809531105	2.886814141508226e-61
ENSG00000159147	0.00010432930251047119	2.9285362703534242e-61
ENSG00000185960	-0.00020348825605444735	3.6141522479227065e-61
ENSG00000151136	-0.00014993928475673572	4.136315253172165e-61
ENSG00000101577	-7.79081823446152e-05	4.7163423424799825e-61
ENSG00000133997	0.00027113982983697875	5.866035866548824e-61
ENSG00000164253	0.00046339321228372704	6.333215962038736e-61
ENSG00000135111	0.0002758427332577522	6.353851108039022e-61
ENSG00000048707	-3.4742418236986406e-05	6.413040272918822e-61
ENSG00000120217	5.3114379929770594e-05	7.575581824846793e-61
ENSG00000214021	0.00042517529502293384	8.628181495142333e-61
ENSG00000143970	-0.00017076714007897598	8.71296125730469e-61
ENSG00000109738	-0.0001779405691214118	1.125189092986712e-60
ENSG00000165194	-0.00017348583462283986	1.1813923717248563e-60
ENSG00000188385	7.11916562441721e-05	1.515695685680614e-60
ENSG00000117228	0.00016527486020408415	2.2575664679024585e-60
ENSG00000188167	-9.390056975332203e-05	2.7614978396238346e-60
ENSG00000183876	0.0003240950228460337	2.8313650662280274e-60
ENSG00000141979	-1.0610389066195297e-05	3.092831550020582e-60
ENSG00000167785	0.0003818836449360907	3.78788877257818e-60
ENSG00000168538	7.40745834988216e-05	4.603373729422342e-60
ENSG00000035681	0.0002954341307532609	5.362547201926461e-60
ENSG00000163939	-0.00022852632984061874	5.539450933053351e-60
ENSG00000087589	0.00012417956722299324	6.066140470336281e-60
ENSG00000243156	-0.00028465913752008217	6.780938319614633e-60
ENSG00000171115	-6.75095820599896e-05	7.022090960913036e-60
ENSG00000163013	-0.0003057180360066363	7.267732614415054e-60
ENSG00000115380	0.00030171950258723164	8.42857410892996e-60
ENSG00000244405	-0.00017514556777468082	9.497228391380393e-60
ENSG00000081377	0.0002387302509752039	9.497228391380393e-60
ENSG00000141543	0.0004296874327865741	9.695749105715375e-60
ENSG00000160218	-0.0002725101741731223	9.950249003693475e-60
ENSG00000183023	-0.00022334491470593455	1.0178629018815127e-59
ENSG00000170577	-8.489518649040963e-05	1.0741245269551268e-59
ENSG00000168398	-9.316380067129823e-05	1.1007179174074735e-59
ENSG00000144712	5.995197429209803e-05	1.2938298217914185e-59
ENSG00000090989	0.000328496972547562	1.4171235642110486e-59
ENSG00000020426	0.0002734053857367147	1.5592889249111654e-59
ENSG00000068305	0.00025385322523152425	2.0472828360567077e-59
ENSG00000054523	-0.00025332944116610804	3.2774054828123046e-59
ENSG00000269113	0.00020808747350614087	3.8248525457392488e-59
ENSG00000204946	0.0004930824019241544	3.8826712990498442e-59
ENSG00000121898	-0.00034026571233184474	3.9237532725543808e-59
ENSG00000112893	0.00040994534155037424	4.399429753231552e-59
ENSG00000175575	0.00036777356079564793	4.598510791851148e-59
ENSG00000159259	-9.185390707481762e-05	4.937027314042829e-59
ENSG00000128512	0.00039519765562904836	4.937027314042829e-59
ENSG00000166068	0.0002821059713862613	5.187182358047709e-59
ENSG00000137936	0.0003139263964095899	5.628487610797088e-59
ENSG00000135966	-0.000263331795252923	5.632653040813437e-59
ENSG00000106344	0.0003049317681889141	5.79808897751671e-59
ENSG00000103544	0.00015148171953421638	5.881850071528654e-59
ENSG00000165996	0.00030029195157296046	6.19476628940218e-59
ENSG00000196236	6.418006011815465e-05	6.19476628940218e-59
ENSG00000119326	0.0002504095568812609	7.293801446297834e-59
ENSG00000116661	0.00016185397420869665	7.772353062034825e-59
ENSG00000121297	0.0003896784149039735	7.832598519947152e-59
ENSG00000172888	0.0003724460696425665	8.749366557105803e-59
ENSG00000160007	-0.00023901565275251342	9.370214377780675e-59
ENSG00000182986	0.0004912757435708661	9.54950786576879e-59
ENSG00000145147	0.00024251339501074823	1.0252606476772487e-58
ENSG00000123338	1.554720189356657e-07	1.0486545530125809e-58
ENSG00000166704	0.00029758827729562185	1.0688188901395964e-58
ENSG00000165029	0.00018257847600670378	1.1315313070468657e-58
ENSG00000171766	1.2930802255041041e-05	1.1436386311045264e-58
ENSG00000019995	-0.00021936691809948928	1.2893076132763176e-58
ENSG00000198223	0.00011108175086370359	1.4495871343180355e-58
ENSG00000196730	0.00016019445898138903	1.6299112921994097e-58
ENSG00000197724	-0.000288838085031997	2.7459635624107963e-58
ENSG00000229415	0.0004285221778224241	3.0019203328687722e-58
ENSG00000163428	0.0001254547329101479	4.063620702810578e-58
ENSG00000076641	2.043989113511204e-05	4.333927231779019e-58
ENSG00000154358	-0.00012761755750262057	5.074920252214633e-58
ENSG00000153914	0.0003201303824941972	5.118888475607119e-58
ENSG00000151650	0.0001839963405554166	5.566277385462149e-58
ENSG00000178996	-9.5065613207803e-05	5.777140524944023e-58
ENSG00000138185	7.038365780963877e-05	7.102474654534805e-58
ENSG00000157259	0.00045997406734784555	1.11667824815646e-57
ENSG00000125378	0.00021299658128131759	1.149264575488185e-57
